Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated
North America,US,None,2020-09-19,262739,323,169,39409,8415,7
North America,US,None,2020-09-20,262740,306,161,39409,8415,7
North America,US,None,2020-09-21,262741,291,155,39409,8416,6
North America,US,None,2020-09-22,262741,275,148,39410,8416,5
North America,US,None,2020-09-23,262742,261,142,39410,8417,5
North America,US,None,2020-09-24,262742,247,134,39410,8417,5
North America,US,None,2020-09-25,262743,234,128,39410,8417,4
North America,US,None,2020-09-26,262743,221,123,39410,8418,4
North America,US,None,2020-09-27,262743,210,118,39410,8418,4
North America,US,None,2020-09-28,262744,199,112,39410,8419,4
North America,US,None,2020-09-29,262744,188,107,39410,8420,4
North America,US,None,2020-09-30,262744,178,103,39410,8420,3
North America,US,None,2020-10-01,262744,169,98,39410,8420,3
North America,US,None,2020-10-02,262745,160,94,39410,8420,3
North America,US,None,2020-10-03,262745,152,89,39410,8421,3
North America,US,None,2020-10-04,262745,144,85,39410,8421,3
North America,US,None,2020-10-05,262745,136,82,39410,8421,3
North America,US,None,2020-10-06,262745,129,78,39410,8421,3
North America,US,None,2020-10-07,262746,122,74,39410,8421,3
North America,US,None,2020-10-08,262746,116,71,39410,8422,2
North America,US,None,2020-10-09,262746,110,68,39410,8422,1
North America,US,None,2020-10-10,262746,104,64,39410,8422,1
North America,US,None,2020-10-11,262746,98,62,39410,8422,1
North America,US,None,2020-10-12,262746,94,59,39410,8422,1
North America,US,None,2020-10-13,262746,88,56,39410,8422,1
North America,US,None,2020-10-14,262746,84,54,39410,8422,1
North America,US,None,2020-10-15,262746,80,52,39410,8423,1
North America,US,Texas,2020-03-17,110,104,16,16,1,4
North America,US,Texas,2020-03-18,115,101,15,16,3,4
North America,US,Texas,2020-03-19,124,103,16,18,4,4
North America,US,Texas,2020-03-20,136,107,17,20,4,4
North America,US,Texas,2020-03-21,152,115,18,22,5,4
North America,US,Texas,2020-03-22,172,127,20,25,6,5
North America,US,Texas,2020-03-23,198,143,23,29,6,5
North America,US,Texas,2020-03-24,229,163,27,33,7,6
North America,US,Texas,2020-03-25,268,190,31,39,8,7
North America,US,Texas,2020-03-26,316,223,36,46,9,8
North America,US,Texas,2020-03-27,374,264,43,55,11,10
North America,US,Texas,2020-03-28,445,315,51,66,12,12
North America,US,Texas,2020-03-29,530,376,61,79,14,14
North America,US,Texas,2020-03-30,632,449,73,94,17,17
North America,US,Texas,2020-03-31,754,536,87,112,20,20
North America,US,Texas,2020-04-01,898,639,104,134,23,24
North America,US,Texas,2020-04-02,1067,759,124,159,27,28
North America,US,Texas,2020-04-03,1265,898,147,189,31,33
North America,US,Texas,2020-04-04,1495,1059,173,223,37,39
North America,US,Texas,2020-04-05,1759,1243,203,263,43,46
North America,US,Texas,2020-04-06,2062,1452,237,308,50,54
North America,US,Texas,2020-04-07,2407,1688,276,360,58,62
North America,US,Texas,2020-04-08,2798,1952,320,419,66,72
North America,US,Texas,2020-04-09,3238,2245,369,485,76,83
North America,US,Texas,2020-04-10,3730,2570,423,559,88,95
North America,US,Texas,2020-04-11,4278,2927,482,641,100,108
North America,US,Texas,2020-04-12,4884,3317,547,732,114,122
North America,US,Texas,2020-04-13,5550,3740,619,832,129,138
North America,US,Texas,2020-04-14,6281,4196,695,941,145,154
North America,US,Texas,2020-04-15,7077,4686,778,1061,163,172
North America,US,Texas,2020-04-16,7940,5209,867,1190,183,192
North America,US,Texas,2020-04-17,8871,5763,962,1330,203,212
North America,US,Texas,2020-04-18,9872,6348,1062,1480,226,233
North America,US,Texas,2020-04-19,10943,6963,1168,1641,250,256
North America,US,Texas,2020-04-20,12084,7606,1279,1812,275,279
North America,US,Texas,2020-04-21,13294,8273,1395,1993,302,303
North America,US,Texas,2020-04-22,14573,8964,1516,2185,330,329
North America,US,Texas,2020-04-23,15921,9676,1641,2387,360,354
North America,US,Texas,2020-04-24,17334,10406,1770,2599,391,381
North America,US,Texas,2020-04-25,18811,11150,1902,2821,423,408
North America,US,Texas,2020-04-26,20349,11905,2038,3051,457,435
North America,US,Texas,2020-04-27,21947,12670,2175,3291,492,463
North America,US,Texas,2020-04-28,23601,13439,2315,3539,528,491
North America,US,Texas,2020-04-29,25307,14210,2455,3795,565,519
North America,US,Texas,2020-04-30,27061,14979,2597,4058,603,546
North America,US,Texas,2020-05-01,28861,15741,2738,4328,642,574
North America,US,Texas,2020-05-02,30703,16496,2879,4605,681,601
North America,US,Texas,2020-05-03,32582,17239,3019,4886,721,627
North America,US,Texas,2020-05-04,34493,17966,3158,5173,762,653
North America,US,Texas,2020-05-05,36433,18675,3294,5464,804,679
North America,US,Texas,2020-05-06,38396,19361,3427,5759,845,703
North America,US,Texas,2020-05-07,40380,20024,3558,6056,887,726
North America,US,Texas,2020-05-08,42378,20659,3685,6356,929,749
North America,US,Texas,2020-05-09,44388,21266,3807,6657,972,770
North America,US,Texas,2020-05-10,46404,21840,3925,6960,1014,790
North America,US,Texas,2020-05-11,48423,22381,4038,7262,1056,809
North America,US,Texas,2020-05-12,50439,22887,4146,7565,1098,827
North America,US,Texas,2020-05-13,52450,23355,4248,7867,1140,843
North America,US,Texas,2020-05-14,54450,23784,4344,8167,1182,858
North America,US,Texas,2020-05-15,56437,24175,4433,8465,1223,871
North America,US,Texas,2020-05-16,58408,24526,4517,8760,1263,883
North America,US,Texas,2020-05-17,60360,24838,4593,9053,1303,893
North America,US,Texas,2020-05-18,62289,25108,4663,9342,1343,902
North America,US,Texas,2020-05-19,64189,25335,4726,9628,1381,909
North America,US,Texas,2020-05-20,66061,25520,4782,9908,1420,915
North America,US,Texas,2020-05-21,67901,25665,4831,10184,1457,919
North America,US,Texas,2020-05-22,69709,25770,4873,10455,1494,922
North America,US,Texas,2020-05-23,71481,25836,4908,10721,1529,923
North America,US,Texas,2020-05-24,73215,25861,4936,10981,1564,923
North America,US,Texas,2020-05-25,74909,25848,4957,11235,1598,922
North America,US,Texas,2020-05-26,76563,25797,4971,11484,1631,919
North America,US,Texas,2020-05-27,78176,25712,4978,11725,1663,915
North America,US,Texas,2020-05-28,79746,25592,4980,11961,1695,909
North America,US,Texas,2020-05-29,81271,25437,4974,12190,1725,903
North America,US,Texas,2020-05-30,82752,25251,4963,12412,1754,895
North America,US,Texas,2020-05-31,84189,25034,4945,12627,1783,886
North America,US,Texas,2020-06-01,85580,24789,4922,12836,1810,876
North America,US,Texas,2020-06-02,86927,24517,4894,13038,1837,866
North America,US,Texas,2020-06-03,88228,24220,4860,13233,1862,854
North America,US,Texas,2020-06-04,89483,23898,4822,13422,1887,842
North America,US,Texas,2020-06-05,90694,23553,4778,13603,1910,828
North America,US,Texas,2020-06-06,91860,23189,4730,13778,1933,814
North America,US,Texas,2020-06-07,92982,22807,4678,13946,1955,800
North America,US,Texas,2020-06-08,94060,22408,4622,14108,1975,785
North America,US,Texas,2020-06-09,95095,21993,4562,14263,1995,769
North America,US,Texas,2020-06-10,96088,21564,4499,14412,2015,753
North America,US,Texas,2020-06-11,97039,21123,4433,14555,2033,736
North America,US,Texas,2020-06-12,97951,20672,4364,14692,2050,719
North America,US,Texas,2020-06-13,98822,20213,4293,14822,2067,702
North America,US,Texas,2020-06-14,99655,19745,4219,14947,2083,685
North America,US,Texas,2020-06-15,100449,19271,4143,15067,2098,667
North America,US,Texas,2020-06-16,101208,18792,4065,15180,2113,650
North America,US,Texas,2020-06-17,101931,18311,3985,15289,2126,632
North America,US,Texas,2020-06-18,102619,17827,3905,15392,2139,614
North America,US,Texas,2020-06-19,103274,17341,3823,15490,2152,596
North America,US,Texas,2020-06-20,103897,16856,3740,15584,2163,579
North America,US,Texas,2020-06-21,104489,16372,3656,15672,2174,561
North America,US,Texas,2020-06-22,105050,15890,3572,15757,2185,543
North America,US,Texas,2020-06-23,105583,15411,3487,15837,2195,526
North America,US,Texas,2020-06-24,106088,14935,3403,15912,2204,509
North America,US,Texas,2020-06-25,106566,14465,3318,15984,2213,492
North America,US,Texas,2020-06-26,107019,13999,3233,16052,2222,475
North America,US,Texas,2020-06-27,107447,13540,3149,16116,2230,458
North America,US,Texas,2020-06-28,107852,13087,3065,16177,2237,442
North America,US,Texas,2020-06-29,108234,12641,2982,16234,2244,426
North America,US,Texas,2020-06-30,108595,12203,2899,16288,2251,410
North America,US,Texas,2020-07-01,108935,11773,2817,16339,2257,395
North America,US,Texas,2020-07-02,109256,11352,2736,16387,2263,380
North America,US,Texas,2020-07-03,109558,10939,2656,16433,2269,365
North America,US,Texas,2020-07-04,109843,10535,2577,16476,2274,351
North America,US,Texas,2020-07-05,110110,10141,2499,16516,2279,337
North America,US,Texas,2020-07-06,110362,9755,2423,16553,2283,324
North America,US,Texas,2020-07-07,110598,9380,2347,16589,2288,310
North America,US,Texas,2020-07-08,110820,9015,2273,16622,2292,297
North America,US,Texas,2020-07-09,111029,8659,2201,16653,2295,285
North America,US,Texas,2020-07-10,111224,8313,2130,16683,2299,273
North America,US,Texas,2020-07-11,111408,7978,2060,16710,2302,261
North America,US,Texas,2020-07-12,111580,7652,1992,16736,2305,250
North America,US,Texas,2020-07-13,111740,7336,1925,16760,2308,239
North America,US,Texas,2020-07-14,111891,7030,1860,16783,2311,228
North America,US,Texas,2020-07-15,112032,6734,1796,16804,2314,218
North America,US,Texas,2020-07-16,112164,6448,1734,16824,2316,208
North America,US,Texas,2020-07-17,112287,6171,1673,16842,2318,198
North America,US,Texas,2020-07-18,112402,5904,1614,16859,2320,189
North America,US,Texas,2020-07-19,112509,5646,1557,16875,2322,180
North America,US,Texas,2020-07-20,112609,5397,1501,16891,2324,172
North America,US,Texas,2020-07-21,112703,5158,1447,16905,2326,164
North America,US,Texas,2020-07-22,112790,4927,1394,16918,2327,156
North America,US,Texas,2020-07-23,112871,4705,1343,16930,2329,148
North America,US,Texas,2020-07-24,112947,4491,1293,16941,2330,141
North America,US,Texas,2020-07-25,113017,4285,1245,16952,2331,134
North America,US,Texas,2020-07-26,113083,4088,1198,16962,2332,127
North America,US,Texas,2020-07-27,113144,3898,1153,16971,2333,121
North America,US,Texas,2020-07-28,113200,3716,1109,16979,2334,115
North America,US,Texas,2020-07-29,113253,3542,1066,16987,2335,109
North America,US,Texas,2020-07-30,113302,3375,1025,16994,2336,104
North America,US,Texas,2020-07-31,113347,3214,985,17001,2337,98
North America,US,Texas,2020-08-01,113389,3061,947,17008,2338,93
North America,US,Texas,2020-08-02,113429,2914,910,17013,2338,88
North America,US,Texas,2020-08-03,113465,2773,874,17019,2339,84
North America,US,Texas,2020-08-04,113499,2638,839,17024,2340,79
North America,US,Texas,2020-08-05,113530,2510,806,17029,2340,75
North America,US,Texas,2020-08-06,113559,2387,774,17033,2341,71
North America,US,Texas,2020-08-07,113585,2269,743,17037,2341,67
North America,US,Texas,2020-08-08,113610,2157,713,17041,2342,64
North America,US,Texas,2020-08-09,113633,2050,684,17044,2342,60
North America,US,Texas,2020-08-10,113654,1948,656,17047,2342,57
North America,US,Texas,2020-08-11,113674,1850,629,17050,2343,54
North America,US,Texas,2020-08-12,113692,1757,603,17053,2343,51
North America,US,Texas,2020-08-13,113708,1669,579,17055,2343,48
North America,US,Texas,2020-08-14,113724,1584,555,17058,2344,45
North America,US,Texas,2020-08-15,113738,1504,532,17060,2344,43
North America,US,Texas,2020-08-16,113751,1427,510,17062,2344,40
North America,US,Texas,2020-08-17,113763,1354,488,17064,2344,38
North America,US,Texas,2020-08-18,113775,1285,468,17065,2344,36
North America,US,Texas,2020-08-19,113785,1219,448,17067,2345,34
North America,US,Texas,2020-08-20,113795,1156,429,17068,2345,32
North America,US,Texas,2020-08-21,113803,1097,411,17070,2345,30
North America,US,Texas,2020-08-22,113811,1040,394,17071,2345,28
North America,US,Texas,2020-08-23,113819,986,377,17072,2345,27
North America,US,Texas,2020-08-24,113826,935,361,17073,2345,25
North America,US,Texas,2020-08-25,113832,886,346,17074,2345,24
North America,US,Texas,2020-08-26,113838,840,331,17075,2345,22
North America,US,Texas,2020-08-27,113843,796,317,17076,2346,21
North America,US,Texas,2020-08-28,113848,754,303,17076,2346,20
North America,US,Texas,2020-08-29,113853,714,290,17077,2346,19
North America,US,Texas,2020-08-30,113857,677,278,17078,2346,18
North America,US,Texas,2020-08-31,113860,641,266,17078,2346,17
North America,US,Texas,2020-09-01,113864,607,254,17079,2346,16
North America,US,Texas,2020-09-02,113867,575,243,17079,2346,15
North America,US,Texas,2020-09-03,113870,545,233,17080,2346,14
North America,US,Texas,2020-09-04,113873,516,222,17080,2346,13
North America,US,Texas,2020-09-05,113875,489,213,17080,2346,12
North America,US,Texas,2020-09-06,113878,463,203,17081,2346,11
North America,US,Texas,2020-09-07,113880,438,195,17081,2346,11
North America,US,Texas,2020-09-08,113882,415,186,17081,2346,10
North America,US,Texas,2020-09-09,113883,393,178,17082,2346,9
North America,US,Texas,2020-09-10,113885,372,170,17082,2346,9
North America,US,Texas,2020-09-11,113886,352,163,17082,2346,8
North America,US,Texas,2020-09-12,113888,333,156,17082,2346,8
North America,US,Texas,2020-09-13,113889,316,149,17082,2346,7
North America,US,Texas,2020-09-14,113890,299,142,17083,2346,7
North America,US,Texas,2020-09-15,113891,283,136,17083,2346,6
North America,US,Texas,2020-09-16,113892,268,130,17083,2346,6
North America,US,Texas,2020-09-17,113893,254,124,17083,2346,6
North America,US,Texas,2020-09-18,113894,240,119,17083,2346,5
North America,US,Texas,2020-09-19,113894,227,113,17083,2346,5
North America,US,Texas,2020-09-20,113895,215,108,17083,2346,5
North America,US,Texas,2020-09-21,113896,204,104,17083,2346,4
North America,US,Texas,2020-09-22,113896,193,99,17084,2346,4
North America,US,Texas,2020-09-23,113897,183,95,17084,2346,4
North America,US,Texas,2020-09-24,113897,173,90,17084,2346,4
North America,US,Texas,2020-09-25,113898,164,86,17084,2346,3
North America,US,Texas,2020-09-26,113898,155,82,17084,2346,3
North America,US,Texas,2020-09-27,113898,147,79,17084,2346,3
North America,US,Texas,2020-09-28,113899,139,75,17084,2347,3
North America,US,Texas,2020-09-29,113899,131,72,17084,2347,3
North America,US,Texas,2020-09-30,113899,124,69,17084,2347,2
North America,US,Texas,2020-10-01,113899,118,66,17084,2347,2
North America,US,Texas,2020-10-02,113900,112,63,17084,2347,2
North America,US,Texas,2020-10-03,113900,106,60,17084,2347,2
North America,US,Texas,2020-10-04,113900,100,57,17084,2347,2
North America,US,Texas,2020-10-05,113900,95,55,17084,2347,2
North America,US,Texas,2020-10-06,113900,90,52,17084,2347,2
North America,US,Texas,2020-10-07,113901,85,50,17084,2347,2
North America,US,Texas,2020-10-08,113901,81,48,17084,2347,1
North America,US,Texas,2020-10-09,113901,76,46,17084,2347,1
North America,US,Texas,2020-10-10,113901,72,43,17084,2347,1
North America,US,Texas,2020-10-11,113901,68,42,17084,2347,1
North America,US,Texas,2020-10-12,113901,65,40,17084,2347,1
North America,US,Texas,2020-10-13,113901,61,38,17084,2347,1
North America,US,Texas,2020-10-14,113901,58,36,17084,2347,1
North America,US,Texas,2020-10-15,113901,55,35,17084,2347,1
