Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated
None,None,None,2020-03-09,101,95,14,14,1,4
None,None,None,2020-03-10,233,216,33,34,1,8
None,None,None,2020-03-11,355,321,49,52,2,12
None,None,None,2020-03-12,484,426,66,72,3,16
None,None,None,2020-03-13,628,539,84,93,4,20
None,None,None,2020-03-14,796,668,105,118,6,25
None,None,None,2020-03-15,992,815,129,148,8,30
None,None,None,2020-03-16,1221,986,157,182,10,37
None,None,None,2020-03-17,1599,1288,205,238,14,48
None,None,None,2020-03-18,1916,1513,241,285,19,56
None,None,None,2020-03-19,2286,1776,285,341,24,66
None,None,None,2020-03-20,2714,2078,335,406,28,77
None,None,None,2020-03-21,3207,2425,391,479,35,89
None,None,None,2020-03-22,3768,2816,456,563,42,104
None,None,None,2020-03-23,4405,3256,528,659,49,120
None,None,None,2020-03-24,5126,3749,611,767,59,138
None,None,None,2020-03-25,5938,4300,702,889,69,159
None,None,None,2020-03-26,6844,4907,802,1024,81,181
None,None,None,2020-03-27,7848,5571,913,1175,96,206
None,None,None,2020-03-28,8960,6297,1034,1342,111,233
None,None,None,2020-03-29,10187,7090,1167,1527,129,261
None,None,None,2020-03-30,11534,7949,1312,1728,150,293
None,None,None,2020-03-31,13002,8870,1467,1948,172,327
None,None,None,2020-04-01,14592,9851,1633,2187,197,363
None,None,None,2020-04-02,16312,10896,1811,2445,225,401
None,None,None,2020-04-03,18170,12008,2001,2724,256,441
None,None,None,2020-04-04,20166,13185,2202,3023,290,484
None,None,None,2020-04-05,22296,14417,2414,3343,328,530
None,None,None,2020-04-06,24560,15701,2635,3682,369,577
None,None,None,2020-04-07,26961,17036,2867,4042,414,625
None,None,None,2020-04-08,29505,18425,3109,4424,461,676
None,None,None,2020-04-09,32191,19863,3361,4827,513,728
None,None,None,2020-04-10,35011,21341,3621,5250,570,782
None,None,None,2020-04-11,37961,22851,3887,5693,630,837
None,None,None,2020-04-12,41038,24387,4160,6154,695,892
None,None,None,2020-04-13,44240,25949,4440,6635,763,949
None,None,None,2020-04-14,47572,27535,4724,7134,835,1006
None,None,None,2020-04-15,51025,29141,5014,7652,912,1064
None,None,None,2020-04-16,54590,30752,5307,8187,994,1123
None,None,None,2020-04-17,58256,32360,5602,8737,1078,1181
None,None,None,2020-04-18,62021,33960,5897,9301,1168,1238
None,None,None,2020-04-19,65878,35548,6192,9880,1261,1295
None,None,None,2020-04-20,69825,37123,6486,10472,1358,1351
None,None,None,2020-04-21,73856,38680,6780,11076,1459,1407
None,None,None,2020-04-22,77959,40210,7071,11692,1563,1462
None,None,None,2020-04-23,82127,41703,7358,12317,1671,1515
None,None,None,2020-04-24,86346,43154,7639,12950,1782,1567
None,None,None,2020-04-25,90612,44556,7914,13590,1896,1617
None,None,None,2020-04-26,94915,45906,8183,14235,2013,1664
None,None,None,2020-04-27,99252,47204,8443,14886,2133,1710
None,None,None,2020-04-28,103616,48446,8696,15540,2255,1754
None,None,None,2020-04-29,107992,49622,8938,16197,2379,1795
None,None,None,2020-04-30,112374,50730,9171,16854,2506,1833
None,None,None,2020-05-01,116756,51766,9393,17511,2634,1870
None,None,None,2020-05-02,121133,52734,9604,18169,2762,1903
None,None,None,2020-05-03,125496,53629,9803,18822,2893,1933
None,None,None,2020-05-04,129837,54446,9991,19474,3024,1961
None,None,None,2020-05-05,134148,55185,10165,20120,3157,1987
None,None,None,2020-05-06,138418,55837,10325,20761,3289,2008
None,None,None,2020-05-07,142641,56403,10472,21394,3422,2026
None,None,None,2020-05-08,146812,56882,10604,22020,3555,2042
None,None,None,2020-05-09,150931,57282,10722,22638,3688,2054
None,None,None,2020-05-10,154994,57603,10826,23248,3820,2063
None,None,None,2020-05-11,158997,57847,10918,23847,3951,2070
None,None,None,2020-05-12,162930,58011,10995,24438,4082,2074
None,None,None,2020-05-13,166786,58089,11057,25017,4212,2075
None,None,None,2020-05-14,170559,58082,11105,25582,4341,2073
None,None,None,2020-05-15,174251,57999,11137,26136,4468,2067
None,None,None,2020-05-16,177864,57846,11158,26677,4593,2060
None,None,None,2020-05-17,181395,57625,11165,27207,4717,2050
None,None,None,2020-05-18,184841,57336,11159,27724,4839,2037
None,None,None,2020-05-19,188193,56977,11141,28228,4959,2022
None,None,None,2020-05-20,191448,56546,11109,28715,5078,2005
None,None,None,2020-05-21,194607,56051,11065,29189,5193,1985
None,None,None,2020-05-22,197676,55500,11009,29649,5307,1963
None,None,None,2020-05-23,200654,54898,10943,30096,5418,1939
None,None,None,2020-05-24,203540,54247,10867,30529,5527,1914
None,None,None,2020-05-25,206333,53548,10780,30948,5633,1887
None,None,None,2020-05-26,209031,52802,10683,31353,5737,1858
None,None,None,2020-05-27,211629,52008,10576,31742,5838,1828
None,None,None,2020-05-28,214132,51171,10461,32118,5937,1796
None,None,None,2020-05-29,216542,50298,10337,32480,6033,1763
None,None,None,2020-05-30,218865,49398,10206,32828,6126,1729
None,None,None,2020-05-31,221102,48472,10068,33163,6218,1694
None,None,None,2020-06-01,223252,47523,9924,33486,6306,1658
None,None,None,2020-06-02,225315,46549,9775,33795,6392,1623
None,None,None,2020-06-03,227287,45551,9618,34091,6474,1585
None,None,None,2020-06-04,229174,44532,9457,34375,6555,1548
None,None,None,2020-06-05,230981,43499,9290,34645,6632,1509
None,None,None,2020-06-06,232710,42459,9121,34905,6707,1470
None,None,None,2020-06-07,234365,41413,8948,35153,6780,1432
None,None,None,2020-06-08,235945,40363,8772,35390,6850,1394
None,None,None,2020-06-09,237451,39307,8593,35616,6917,1355
None,None,None,2020-06-10,238884,38245,8412,35830,6983,1316
None,None,None,2020-06-11,240247,37185,8229,36035,7046,1277
None,None,None,2020-06-12,241546,36129,8045,36230,7106,1239
None,None,None,2020-06-13,242781,35080,7861,36415,7165,1200
None,None,None,2020-06-14,243957,34038,7675,36591,7221,1163
None,None,None,2020-06-15,245072,33005,7490,36759,7275,1125
None,None,None,2020-06-16,246130,31980,7304,36917,7327,1089
None,None,None,2020-06-17,247131,30966,7118,37068,7376,1052
None,None,None,2020-06-18,248079,29965,6935,37210,7424,1016
None,None,None,2020-06-19,248978,28978,6751,37345,7471,980
None,None,None,2020-06-20,249829,28008,6569,37473,7514,946
None,None,None,2020-06-21,250634,27055,6388,37593,7556,912
None,None,None,2020-06-22,251394,26119,6210,37708,7597,878
None,None,None,2020-06-23,252111,25200,6032,37815,7636,846
None,None,None,2020-06-24,252787,24298,5858,37916,7672,814
None,None,None,2020-06-25,253425,23416,5685,38012,7708,782
None,None,None,2020-06-26,254026,22554,5515,38102,7742,752
None,None,None,2020-06-27,254593,21714,5348,38187,7775,722
None,None,None,2020-06-28,255127,20894,5183,38267,7805,693
None,None,None,2020-06-29,255629,20094,5022,38342,7835,665
None,None,None,2020-06-30,256101,19316,4863,38413,7863,637
None,None,None,2020-07-01,256543,18557,4707,38479,7890,611
None,None,None,2020-07-02,256959,17821,4554,38542,7916,585
None,None,None,2020-07-03,257350,17106,4405,38601,7941,560
None,None,None,2020-07-04,257717,16412,4259,38656,7964,536
None,None,None,2020-07-05,258060,15740,4116,38708,7987,513
None,None,None,2020-07-06,258383,15088,3977,38755,8008,491
None,None,None,2020-07-07,258684,14458,3840,38801,8029,468
None,None,None,2020-07-08,258966,13848,3707,38843,8048,447
None,None,None,2020-07-09,259230,13258,3578,38882,8066,427
None,None,None,2020-07-10,259477,12688,3453,38920,8084,408
None,None,None,2020-07-11,259708,12139,3330,38954,8100,389
None,None,None,2020-07-12,259924,11609,3211,38987,8116,371
None,None,None,2020-07-13,260125,11097,3095,39017,8131,353
None,None,None,2020-07-14,260314,10605,2982,39045,8146,336
None,None,None,2020-07-15,260489,10131,2872,39072,8160,320
None,None,None,2020-07-16,260652,9674,2766,39096,8173,305
None,None,None,2020-07-17,260805,9235,2663,39119,8185,290
None,None,None,2020-07-18,260947,8814,2563,39140,8197,276
None,None,None,2020-07-19,261079,8409,2467,39160,8209,262
None,None,None,2020-07-20,261202,8019,2373,39179,8220,249
None,None,None,2020-07-21,261317,7647,2282,39196,8230,237
None,None,None,2020-07-22,261423,7289,2194,39212,8239,225
None,None,None,2020-07-23,261522,6945,2110,39227,8249,213
None,None,None,2020-07-24,261614,6616,2027,39240,8258,202
None,None,None,2020-07-25,261699,6301,1948,39253,8266,192
None,None,None,2020-07-26,261779,5999,1872,39265,8273,182
None,None,None,2020-07-27,261853,5710,1798,39276,8281,173
None,None,None,2020-07-28,261920,5434,1727,39286,8288,164
None,None,None,2020-07-29,261984,5171,1657,39296,8295,155
None,None,None,2020-07-30,262043,4919,1591,39304,8301,147
None,None,None,2020-07-31,262097,4677,1527,39313,8308,139
None,None,None,2020-08-01,262147,4447,1465,39321,8314,131
None,None,None,2020-08-02,262195,4228,1406,39327,8319,124
None,None,None,2020-08-03,262238,4018,1348,39334,8324,118
None,None,None,2020-08-04,262278,3817,1293,39340,8330,111
None,None,None,2020-08-05,262315,3627,1240,39346,8334,105
None,None,None,2020-08-06,262349,3445,1189,39351,8339,99
None,None,None,2020-08-07,262380,3271,1140,39355,8343,94
None,None,None,2020-08-08,262409,3106,1093,39360,8348,89
None,None,None,2020-08-09,262436,2949,1047,39364,8351,84
None,None,None,2020-08-10,262461,2799,1003,39367,8354,79
None,None,None,2020-08-11,262485,2656,961,39371,8359,75
None,None,None,2020-08-12,262506,2520,921,39374,8362,71
None,None,None,2020-08-13,262524,2392,883,39377,8364,66
None,None,None,2020-08-14,262543,2268,845,39380,8368,62
None,None,None,2020-08-15,262559,2152,809,39382,8371,59
None,None,None,2020-08-16,262575,2040,775,39385,8373,55
None,None,None,2020-08-17,262589,1935,742,39387,8376,52
None,None,None,2020-08-18,262602,1835,710,39388,8378,50
None,None,None,2020-08-19,262614,1739,680,39390,8381,47
None,None,None,2020-08-20,262625,1649,650,39392,8383,44
None,None,None,2020-08-21,262635,1563,623,39394,8385,41
None,None,None,2020-08-22,262644,1482,596,39395,8387,39
None,None,None,2020-08-23,262653,1404,570,39396,8388,37
None,None,None,2020-08-24,262661,1331,546,39397,8390,34
None,None,None,2020-08-25,262668,1261,522,39399,8392,33
None,None,None,2020-08-26,262675,1195,499,39400,8393,30
None,None,None,2020-08-27,262681,1132,478,39401,8396,29
None,None,None,2020-08-28,262687,1072,457,39401,8397,27
None,None,None,2020-08-29,262692,1015,437,39402,8398,26
None,None,None,2020-08-30,262697,962,418,39403,8400,24
None,None,None,2020-08-31,262700,911,400,39403,8401,23
None,None,None,2020-09-01,262705,863,382,39404,8402,22
None,None,None,2020-09-02,262708,817,365,39404,8403,20
None,None,None,2020-09-03,262712,774,350,39405,8404,19
None,None,None,2020-09-04,262715,733,334,39405,8405,18
None,None,None,2020-09-05,262717,695,320,39405,8406,16
None,None,None,2020-09-06,262721,658,305,39406,8407,15
None,None,None,2020-09-07,262723,622,292,39407,8408,15
None,None,None,2020-09-08,262725,590,279,39407,8408,14
None,None,None,2020-09-09,262726,558,267,39408,8409,12
None,None,None,2020-09-10,262729,529,255,39408,8410,12
None,None,None,2020-09-11,262730,500,244,39408,8411,11
None,None,None,2020-09-12,262732,474,233,39408,8411,11
None,None,None,2020-09-13,262733,449,223,39408,8412,10
None,None,None,2020-09-14,262734,425,213,39409,8412,9
None,None,None,2020-09-15,262735,403,203,39409,8413,8
None,None,None,2020-09-16,262736,381,194,39409,8414,8
None,None,None,2020-09-17,262738,361,185,39409,8414,8
None,None,None,2020-09-18,262739,342,178,39409,8415,7
None,None,None,2020-09-19,262739,323,169,39409,8415,7
None,None,None,2020-09-20,262740,306,161,39409,8415,7
None,None,None,2020-09-21,262741,291,155,39409,8416,6
None,None,None,2020-09-22,262741,275,148,39410,8416,5
None,None,None,2020-09-23,262742,261,142,39410,8417,5
None,None,None,2020-09-24,262742,247,134,39410,8417,5
None,None,None,2020-09-25,262743,234,128,39410,8417,4
None,None,None,2020-09-26,262743,221,123,39410,8418,4
None,None,None,2020-09-27,262743,210,118,39410,8418,4
None,None,None,2020-09-28,262744,199,112,39410,8419,4
None,None,None,2020-09-29,262744,188,107,39410,8420,4
None,None,None,2020-09-30,262744,178,103,39410,8420,3
None,None,None,2020-10-01,262744,169,98,39410,8420,3
None,None,None,2020-10-02,262745,160,94,39410,8420,3
None,None,None,2020-10-03,262745,152,89,39410,8421,3
None,None,None,2020-10-04,262745,144,85,39410,8421,3
None,None,None,2020-10-05,262745,136,82,39410,8421,3
None,None,None,2020-10-06,262745,129,78,39410,8421,3
None,None,None,2020-10-07,262746,122,74,39410,8421,3
None,None,None,2020-10-08,262746,116,71,39410,8422,2
None,None,None,2020-10-09,262746,110,68,39410,8422,1
None,None,None,2020-10-10,262746,104,64,39410,8422,1
None,None,None,2020-10-11,262746,98,62,39410,8422,1
None,None,None,2020-10-12,262746,94,59,39410,8422,1
None,None,None,2020-10-13,262746,88,56,39410,8422,1
None,None,None,2020-10-14,262746,84,54,39410,8422,1
None,None,None,2020-10-15,262746,80,52,39410,8423,1
North America,None,None,2020-03-09,101,95,14,14,1,4
North America,None,None,2020-03-10,233,216,33,34,1,8
North America,None,None,2020-03-11,355,321,49,52,2,12
North America,None,None,2020-03-12,484,426,66,72,3,16
North America,None,None,2020-03-13,628,539,84,93,4,20
North America,None,None,2020-03-14,796,668,105,118,6,25
North America,None,None,2020-03-15,992,815,129,148,8,30
North America,None,None,2020-03-16,1221,986,157,182,10,37
North America,None,None,2020-03-17,1599,1288,205,238,14,48
North America,None,None,2020-03-18,1916,1513,241,285,19,56
North America,None,None,2020-03-19,2286,1776,285,341,24,66
North America,None,None,2020-03-20,2714,2078,335,406,28,77
North America,None,None,2020-03-21,3207,2425,391,479,35,89
North America,None,None,2020-03-22,3768,2816,456,563,42,104
North America,None,None,2020-03-23,4405,3256,528,659,49,120
North America,None,None,2020-03-24,5126,3749,611,767,59,138
North America,None,None,2020-03-25,5938,4300,702,889,69,159
North America,None,None,2020-03-26,6844,4907,802,1024,81,181
North America,None,None,2020-03-27,7848,5571,913,1175,96,206
North America,None,None,2020-03-28,8960,6297,1034,1342,111,233
North America,None,None,2020-03-29,10187,7090,1167,1527,129,261
North America,None,None,2020-03-30,11534,7949,1312,1728,150,293
North America,None,None,2020-03-31,13002,8870,1467,1948,172,327
North America,None,None,2020-04-01,14592,9851,1633,2187,197,363
North America,None,None,2020-04-02,16312,10896,1811,2445,225,401
North America,None,None,2020-04-03,18170,12008,2001,2724,256,441
North America,None,None,2020-04-04,20166,13185,2202,3023,290,484
North America,None,None,2020-04-05,22296,14417,2414,3343,328,530
North America,None,None,2020-04-06,24560,15701,2635,3682,369,577
North America,None,None,2020-04-07,26961,17036,2867,4042,414,625
North America,None,None,2020-04-08,29505,18425,3109,4424,461,676
North America,None,None,2020-04-09,32191,19863,3361,4827,513,728
North America,None,None,2020-04-10,35011,21341,3621,5250,570,782
North America,None,None,2020-04-11,37961,22851,3887,5693,630,837
North America,None,None,2020-04-12,41038,24387,4160,6154,695,892
North America,None,None,2020-04-13,44240,25949,4440,6635,763,949
North America,None,None,2020-04-14,47572,27535,4724,7134,835,1006
North America,None,None,2020-04-15,51025,29141,5014,7652,912,1064
North America,None,None,2020-04-16,54590,30752,5307,8187,994,1123
North America,None,None,2020-04-17,58256,32360,5602,8737,1078,1181
North America,None,None,2020-04-18,62021,33960,5897,9301,1168,1238
North America,None,None,2020-04-19,65878,35548,6192,9880,1261,1295
North America,None,None,2020-04-20,69825,37123,6486,10472,1358,1351
North America,None,None,2020-04-21,73856,38680,6780,11076,1459,1407
North America,None,None,2020-04-22,77959,40210,7071,11692,1563,1462
North America,None,None,2020-04-23,82127,41703,7358,12317,1671,1515
North America,None,None,2020-04-24,86346,43154,7639,12950,1782,1567
North America,None,None,2020-04-25,90612,44556,7914,13590,1896,1617
North America,None,None,2020-04-26,94915,45906,8183,14235,2013,1664
North America,None,None,2020-04-27,99252,47204,8443,14886,2133,1710
North America,None,None,2020-04-28,103616,48446,8696,15540,2255,1754
North America,None,None,2020-04-29,107992,49622,8938,16197,2379,1795
North America,None,None,2020-04-30,112374,50730,9171,16854,2506,1833
North America,None,None,2020-05-01,116756,51766,9393,17511,2634,1870
North America,None,None,2020-05-02,121133,52734,9604,18169,2762,1903
North America,None,None,2020-05-03,125496,53629,9803,18822,2893,1933
North America,None,None,2020-05-04,129837,54446,9991,19474,3024,1961
North America,None,None,2020-05-05,134148,55185,10165,20120,3157,1987
North America,None,None,2020-05-06,138418,55837,10325,20761,3289,2008
North America,None,None,2020-05-07,142641,56403,10472,21394,3422,2026
North America,None,None,2020-05-08,146812,56882,10604,22020,3555,2042
North America,None,None,2020-05-09,150931,57282,10722,22638,3688,2054
North America,None,None,2020-05-10,154994,57603,10826,23248,3820,2063
North America,None,None,2020-05-11,158997,57847,10918,23847,3951,2070
North America,None,None,2020-05-12,162930,58011,10995,24438,4082,2074
North America,None,None,2020-05-13,166786,58089,11057,25017,4212,2075
North America,None,None,2020-05-14,170559,58082,11105,25582,4341,2073
North America,None,None,2020-05-15,174251,57999,11137,26136,4468,2067
North America,None,None,2020-05-16,177864,57846,11158,26677,4593,2060
North America,None,None,2020-05-17,181395,57625,11165,27207,4717,2050
North America,None,None,2020-05-18,184841,57336,11159,27724,4839,2037
North America,None,None,2020-05-19,188193,56977,11141,28228,4959,2022
North America,None,None,2020-05-20,191448,56546,11109,28715,5078,2005
North America,None,None,2020-05-21,194607,56051,11065,29189,5193,1985
North America,None,None,2020-05-22,197676,55500,11009,29649,5307,1963
North America,None,None,2020-05-23,200654,54898,10943,30096,5418,1939
North America,None,None,2020-05-24,203540,54247,10867,30529,5527,1914
North America,None,None,2020-05-25,206333,53548,10780,30948,5633,1887
North America,None,None,2020-05-26,209031,52802,10683,31353,5737,1858
North America,None,None,2020-05-27,211629,52008,10576,31742,5838,1828
North America,None,None,2020-05-28,214132,51171,10461,32118,5937,1796
North America,None,None,2020-05-29,216542,50298,10337,32480,6033,1763
North America,None,None,2020-05-30,218865,49398,10206,32828,6126,1729
North America,None,None,2020-05-31,221102,48472,10068,33163,6218,1694
North America,None,None,2020-06-01,223252,47523,9924,33486,6306,1658
North America,None,None,2020-06-02,225315,46549,9775,33795,6392,1623
North America,None,None,2020-06-03,227287,45551,9618,34091,6474,1585
North America,None,None,2020-06-04,229174,44532,9457,34375,6555,1548
North America,None,None,2020-06-05,230981,43499,9290,34645,6632,1509
North America,None,None,2020-06-06,232710,42459,9121,34905,6707,1470
North America,None,None,2020-06-07,234365,41413,8948,35153,6780,1432
North America,None,None,2020-06-08,235945,40363,8772,35390,6850,1394
North America,None,None,2020-06-09,237451,39307,8593,35616,6917,1355
North America,None,None,2020-06-10,238884,38245,8412,35830,6983,1316
North America,None,None,2020-06-11,240247,37185,8229,36035,7046,1277
North America,None,None,2020-06-12,241546,36129,8045,36230,7106,1239
North America,None,None,2020-06-13,242781,35080,7861,36415,7165,1200
North America,None,None,2020-06-14,243957,34038,7675,36591,7221,1163
North America,None,None,2020-06-15,245072,33005,7490,36759,7275,1125
North America,None,None,2020-06-16,246130,31980,7304,36917,7327,1089
North America,None,None,2020-06-17,247131,30966,7118,37068,7376,1052
North America,None,None,2020-06-18,248079,29965,6935,37210,7424,1016
North America,None,None,2020-06-19,248978,28978,6751,37345,7471,980
North America,None,None,2020-06-20,249829,28008,6569,37473,7514,946
North America,None,None,2020-06-21,250634,27055,6388,37593,7556,912
North America,None,None,2020-06-22,251394,26119,6210,37708,7597,878
North America,None,None,2020-06-23,252111,25200,6032,37815,7636,846
North America,None,None,2020-06-24,252787,24298,5858,37916,7672,814
North America,None,None,2020-06-25,253425,23416,5685,38012,7708,782
North America,None,None,2020-06-26,254026,22554,5515,38102,7742,752
North America,None,None,2020-06-27,254593,21714,5348,38187,7775,722
North America,None,None,2020-06-28,255127,20894,5183,38267,7805,693
North America,None,None,2020-06-29,255629,20094,5022,38342,7835,665
North America,None,None,2020-06-30,256101,19316,4863,38413,7863,637
North America,None,None,2020-07-01,256543,18557,4707,38479,7890,611
North America,None,None,2020-07-02,256959,17821,4554,38542,7916,585
North America,None,None,2020-07-03,257350,17106,4405,38601,7941,560
North America,None,None,2020-07-04,257717,16412,4259,38656,7964,536
North America,None,None,2020-07-05,258060,15740,4116,38708,7987,513
North America,None,None,2020-07-06,258383,15088,3977,38755,8008,491
North America,None,None,2020-07-07,258684,14458,3840,38801,8029,468
North America,None,None,2020-07-08,258966,13848,3707,38843,8048,447
North America,None,None,2020-07-09,259230,13258,3578,38882,8066,427
North America,None,None,2020-07-10,259477,12688,3453,38920,8084,408
North America,None,None,2020-07-11,259708,12139,3330,38954,8100,389
North America,None,None,2020-07-12,259924,11609,3211,38987,8116,371
North America,None,None,2020-07-13,260125,11097,3095,39017,8131,353
North America,None,None,2020-07-14,260314,10605,2982,39045,8146,336
North America,None,None,2020-07-15,260489,10131,2872,39072,8160,320
North America,None,None,2020-07-16,260652,9674,2766,39096,8173,305
North America,None,None,2020-07-17,260805,9235,2663,39119,8185,290
North America,None,None,2020-07-18,260947,8814,2563,39140,8197,276
North America,None,None,2020-07-19,261079,8409,2467,39160,8209,262
North America,None,None,2020-07-20,261202,8019,2373,39179,8220,249
North America,None,None,2020-07-21,261317,7647,2282,39196,8230,237
North America,None,None,2020-07-22,261423,7289,2194,39212,8239,225
North America,None,None,2020-07-23,261522,6945,2110,39227,8249,213
North America,None,None,2020-07-24,261614,6616,2027,39240,8258,202
North America,None,None,2020-07-25,261699,6301,1948,39253,8266,192
North America,None,None,2020-07-26,261779,5999,1872,39265,8273,182
North America,None,None,2020-07-27,261853,5710,1798,39276,8281,173
North America,None,None,2020-07-28,261920,5434,1727,39286,8288,164
North America,None,None,2020-07-29,261984,5171,1657,39296,8295,155
North America,None,None,2020-07-30,262043,4919,1591,39304,8301,147
North America,None,None,2020-07-31,262097,4677,1527,39313,8308,139
North America,None,None,2020-08-01,262147,4447,1465,39321,8314,131
North America,None,None,2020-08-02,262195,4228,1406,39327,8319,124
North America,None,None,2020-08-03,262238,4018,1348,39334,8324,118
North America,None,None,2020-08-04,262278,3817,1293,39340,8330,111
North America,None,None,2020-08-05,262315,3627,1240,39346,8334,105
North America,None,None,2020-08-06,262349,3445,1189,39351,8339,99
North America,None,None,2020-08-07,262380,3271,1140,39355,8343,94
North America,None,None,2020-08-08,262409,3106,1093,39360,8348,89
North America,None,None,2020-08-09,262436,2949,1047,39364,8351,84
North America,None,None,2020-08-10,262461,2799,1003,39367,8354,79
North America,None,None,2020-08-11,262485,2656,961,39371,8359,75
North America,None,None,2020-08-12,262506,2520,921,39374,8362,71
North America,None,None,2020-08-13,262524,2392,883,39377,8364,66
North America,None,None,2020-08-14,262543,2268,845,39380,8368,62
North America,None,None,2020-08-15,262559,2152,809,39382,8371,59
North America,None,None,2020-08-16,262575,2040,775,39385,8373,55
North America,None,None,2020-08-17,262589,1935,742,39387,8376,52
North America,None,None,2020-08-18,262602,1835,710,39388,8378,50
North America,None,None,2020-08-19,262614,1739,680,39390,8381,47
North America,None,None,2020-08-20,262625,1649,650,39392,8383,44
North America,None,None,2020-08-21,262635,1563,623,39394,8385,41
North America,None,None,2020-08-22,262644,1482,596,39395,8387,39
North America,None,None,2020-08-23,262653,1404,570,39396,8388,37
North America,None,None,2020-08-24,262661,1331,546,39397,8390,34
North America,None,None,2020-08-25,262668,1261,522,39399,8392,33
North America,None,None,2020-08-26,262675,1195,499,39400,8393,30
North America,None,None,2020-08-27,262681,1132,478,39401,8396,29
North America,None,None,2020-08-28,262687,1072,457,39401,8397,27
North America,None,None,2020-08-29,262692,1015,437,39402,8398,26
